,title,description,title_label,description_label
44,여름방학  우리 아이 치아 외상 주의해야,출처   보건의료 빅데이터 개방포털 진료코드   치아 탈구    부러진 치아  신경 손상 여부에 따라 치료 방법 결정 아이의 부러진 치아 부위가 작으면 살짝 다듬어 주기만 할 수도 있다  약간의 시린 증상이 있을 수 있지만  ,1,1
45,한국타이어  세일즈포스  태블로  통해   가속화 ,도입으로  데이터  수집과 관리 기능을 고도화하고 있다는 설명이다   일 서울 잠실 롯데월드타워에서 진행된  태블로    에서는  한국타이어의 태블로 적용 사례 가 발표됐다  태블로    는  제조업  데이터  시각화  ,1,0
46,경복대 외국인 재학생  지하철 선행 사연  훈훈 ,경복대  빅데이터 과 재학 중인 미얀마 유학생 따라피 힌   은  호선 지하철에서  대 여성이 가쁜 숨을 몰아쉬며 땀을 흘리는 것을 보고 한성대입구역에서 같이 내려 도움을 줬다  경복대  빅데이터 과 따라피 힌  ,1,1
47, 생생경제   월  냉방 기기 상담건수 전월비  배 이상 증가,한국소비자원  데이터 활용지원팀 팀장   아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다   똑똑한 소비생활  오늘은 한국소비자원 소비자정보국  데이터 활용지원팀 김인환 팀장 전화 연결합니다  ,0,0
48, 챗  한판붙자  네이버  검색에 생성형  탑재,네이버가 지난  여 년간 축적해온 방대한 양의 사용자  데이터 와 양질의 콘텐츠를 바탕으로 한다  시범  기업 사용자는 자체  데이터 를 하이퍼클로바 에 결합해 자체적인 생산성 향상 도구를 구축할 수 있고 맞춤형   ,0,1
49,오아시스비즈니스   부동산 트렌드쇼  서 꼬마 빌딩 투자자 위한 서비스  ,이번 부동산 트렌드쇼  에서는 데이터 생태계 조성을 위한 부동산 분야  빅데이터  플랫폼 및 센터 구축 사업이 주목 받고 있다  이와 관련해 프롭테크 기업들의 데이터 피칭 발표가 진행되고 있으며  주거용 부동산  ,0,0
50,레뷰코퍼레이션  코스닥 상장 위한 예비심사 승인,설립 이후 축적해온  빅데이터 를 기반으로 플랫폼 고도화를 추진했고  올해  월에는 인플루언서 회원 수  만 명을 넘어섰다는 설명이다  특히  자동화 플랫폼을 구축으로 고수익구조를 실현했다는 설명이다  ,0,1
51, 마인드테크 시대가 온다    슬립테크  마음의 휴식을 위한 수면,수면 문제를 최첨단 기술로 해결하기 위해 수면 관련  데이터 를 분석하고 이를 통해 숙면을 돕는다  수면분석 제품과 서비스는 사용자의 수면  데이터 를 저장해  사용자의 수면 리듬  상태  시간 등 수면의 질과 패턴을  ,0,0
52,꿀비   벤처기업인증  획득 빅데이터  기술력 입증, 빅데이터  플랫폼 연구개발 기업 꿀비 대표 최원재 가 지난  일 벤처기업확인기관 심사를 통과해  특히  빅데이터    분야에 특화돼 연구개발을 지속해 왔으며  년 자체  빅데이터  및 인공지능 솔루션인 비체니와  ,0,0
53,인공지능으로  인재사고  막는다  건설업계 안전관리 디지털전환 잰걸음,두아즈는  빅데이터 와 안전점검을 융합한 서비스를 핵심 사업모델로 한다  롯데건설   상표권은 산업안전  자문업  데이터처리에 관한 기술자문서비스업 등 용도로 등록됐다  생성형 인공지능 기술을 건설현장  ,0,0
54,오톰  결핵 스마트 관리 아이디어 공모전  최우수상 수상,이번 공모전은  빅데이터  인공지능  정보통신기술  등 디지털 헬스관련 신기술을 기반으로 결핵을 발견하고 관리하는 시스템을 만들기 위해 마련됐다  이번에 공모된 아이디어들은 기술 지원을 더해 향후 국내외  ,0,0
55,세레브라스    기업에  엑사플롭   슈퍼컴퓨터 공급,아부다비에 본사를 둔  는  데이터  센터 및 클라우드 서비스 사업을 포함하는  개의 운영 회사를 보유한 기술 대기업으로 세레브라스 시스템을 사용하여 의료 및 에너지 회사에   컴퓨팅 서비스를 판매할  ,1,0
56,상반기 가상자산 시장 키워드는  밈코인 현물  승인 시 비트코인 최 , 일 글로벌 가상자산  데이터  플랫폼 코인마켓캡이 발표한  년 상반기 분석 보고서에 따르면 올 상반기  코인마켓캡  데이터 에 따르면   가격은 첫 상장 이후 두 달간  배 이상 급등했다  폭발적인 가격  ,0,1
57, 스퀘어   쉴더스 투자 유치 완료 총  억 확보, 년부터  캡스의 기존 서비스에  스퀘어 관계사의  빅데이터  기술을 전방위 적용해 스마트홈 보안  무인매장  무인주차 등 다양한 신규 보안 영역에서 사업 기술 성과를 거뒀다   년에는  캡스와 국내  ,0,1
58, 데이터 가 부동산 미래 한국프롭테크포럼이 소개한 알짜 기업은 ,배석훈 한국프롭테크포럼 의장  사진 이영아 기자  데이터 를 기반으로 한 산업 혁신이 가속화되고 있는 가운데  부동산 산업에서도 혁신의 핵심 요소로  데이터 가 주목받고 있다  주거용 및 상업용  데이터 를 활용하는  ,1,1
59, 프롭테크  데이터  피칭앤매칭데이  개최 한국부동산원 한국프롭테크포럼 공 ,세미나장에서  프롭테크 데이터 피칭앤매칭데이  행사를 한국프롭테크포럼 의장 배석훈 과 공동으로   빅데이터  플랫폼 및 센터 구축 사업  데이터 생태계 조성 프로그램의 일환이다  본 행사에서는 프롭테크 스타트업  ,1,1
60, 챗 보다 작게    경량화 나선 빅테크 기업들  왜 ,챗 의 경우 각종  데이터  학습에 수개월이 걸렸고  만달러 약  억원  이상의 돈이 투입됐다  반면  매개변수를 줄인 대신 질 좋은  데이터 를 학습시키고 미세 조정 파인 튜닝 하는 방식으로 성능을 개선하면  ,1,0
61,우리금융 싱크탱크  우리금융경영연구소  차기 대표로 박정훈 영입,한편  우리금융 자추위 추천을 받은 박정훈 후보는  월 말 우리금융경영연구소 주주총회를 거쳐 내달  일에  년 임기의 대표로 공식 취임할 예정이다  한시은  빅데이터 뉴스 기자,0,1
62, 대한통운  운송플랫폼  더 운반 으로 미들마일 물류업계 새 바람,사진 대한통운  대한통운이    빅데이터  블록체인 등의 첨단기술을 적용하여 아날로그 방식으로   더 운반 은  빅데이터  기술로 미래 교통량을 예측해 화주와 차주에게 보여준다  미리 학습된 수많은 과거 교통상황  ,1,1
63, 대한통운   더 운반  첨단기술 접목 미들마일  공략 , 빅데이터 로 미래 교통량 예측 데이터 암호화  실시간 복화 노선 시스템  개발  공차 운행  해소 및 차주 수입 향상  대한통운이 인공지능 과  빅데이터  등 첨단기술을 적용해 물류 시장의 디지털화를 이끌고 있다  ,0,0
64,쇼핑 넘어 체험 공간 새 단장 나선 대형마트,  홈플러스   메가푸드마켓    호점 열어 먹거리와 체험 콘텐츠에  빅데이터  결합 홈플러스는 지난  일  홈플러스는 이 메가푸드마켓에  빅데이터 를 결합해  홈플러스 메가푸드마켓  을 탄생시켰다  지난해  ,0,0
65, 관건은 고객 경험  리테일 기업의 혁신 기술 트렌드  가지,리테일 기업은 다양한 소스에서 수집한  빅데이터 에도 알고리즘을 적용해 고객의 선호 제품과 구매 순서를 지능적으로 예측할 수 있다  식료품점의 경우 기상 조건  고객 구매 패턴  지리적 위치에 기반한 재고 계획이  ,1,1
66, 빅데이터 로 본 세상  오송 지하차도 침수로  명 사망,이번 사고와 관련한  빅데이터  분석 결과   재난   부실   안타까운  등의 감성어가 도출돼 예방할  해병대원의 사망 사고와 관련된  빅데이터  분석 결과   재난   위험   통곡  등과 같이 재난  ,0,0
67,맨바닥에 앉아 귀  쫑긋 부동산 전문가 강연은 발 디딜 틈 없었다,이날  시 분부터는  부룡 으로 불리는 신현강 부와지식의배움터 대표의  하반기 부동산 투자 철칙   역전세난에 흔들리지 마라  고종완 한국자산관리연구원장의  빅데이터 가 알려주는 부동산 시장 미래와  ,0,1
68, 대한통운  디지털 운송플랫폼  더 운반 에 첨단기술 활용, 더 운반 은  빅데이터  기술로 미래 교통량을 예측해 화주와 차주에게 보여준다  미리 학습된 수많은 과거 교통상황 데이터들을 분석해 당일 운송뿐 아니라 향후 수행할 노선의 최적 경로와 예상 운행시간을 나타낸다  ,0,0
69,서강대 경영전문대학원 디지털기술융합   과정 모집,주요 학습 내용으로는  빅데이터  챗 의 다양한 실무 활용과   기술기반 응용  인공지능 기반 레이더  기술과 데이터 보안  디지털 비즈니스 사업화  디지털마케팅  디지털 기술융합  디지털 커뮤니케이션 전략 등  ,0,0
70, 가천대   클라우드공학  계약학과 첫 신입생 모집   년 전액장학금,올해 신설되는 첨단학과인 바이오로직스학과   빅데이터 경영전공  차세대반도체설계전공과 계약학과인 클라우드공학과에서 첫 신입생을 뽑는다  바이오로직스학과와  빅데이터 경영전공은 첨단학과로 교육부 첨단분야  ,0,0
71, 부경대  부산 첨단분야 학과 중 최다인원 배정 수시  명 모집,부경대는 올해 과기부의  데이터 사이언스 융합인재양성사업 에 선정돼 관련 학과를 지원할 것이라고  미래 첨단분야 중 하나인  데이터 사이언스 전문가 양성에도 앞장선다  부경대 정보융합대학은 올해  ,0,1
72, 생생경제   월  냉방 기기 상담건수 전월비  배 이상 증가,한국소비자원  데이터 활용지원팀 팀장   아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다   똑똑한 소비생활  오늘은 한국소비자원 소비자정보국  데이터 활용지원팀 김인환 팀장 전화 연결합니다  ,0,0
73, 서울시립대  서울이 키우는 대학   도시와 첨단이 만나다 ,일반대학원에  스마트시티학과 와  도시 빅데이터 융합학과 를 신설한데 이어 최근 정부정책에 맞춰 반도체  서울시립대는  년 디지털 신기술 인재양성 혁신공유 대학  개 분야 인공지능    빅데이터 가 선정된 데  ,0,0
74,현대모비스  우수 협력사에 감사 마음 담아 계절 과일 선물,현재 현대모비스는 국내외에서 운행 중인 현대차와 기아  여 차종   만 품목의   부품 공급을 책임지고 있으며  원활한 대응을 위해 주요 권역별 대단위 인프라와  빅데이터  기반 수요 예측 체계 등 최적의 부품 공급  ,1,0
75, 가천대   첨단산업 특화  반도체대학 독립 단과대 만든 가천대,올해 수시부터 가천대는 첨단분야 바이오로직스학과  금융 빅데이터 학부  화공생명배터리공학부  증원인원은 혁신신약분야 바이오로직스학과  명   통신분야 금융 빅데이터 학부  명  에너지신소재분야  ,0,0
76, 동의대   빅데이터 인공지능 바이오  집중 육성 차 산업혁명 선도,동의대는  빅데이터  인공지능  바이오 분야를 집중 육성하고 있다   차 산업혁명을 대비한 교육혁신을  학과와 전공도 미래 산업의 기초학문이 될 산업경영 빅데이터 공학과  인공지능학과  미래형자동차학과  ,0,0
77,경기농촌융복합산업지원센터  안테나숍 안산점   프로모션, 차 산업인 농업에  차 가공산업과  차 서비스업과 융합하여 농촌에 새로운 가치와 일자리를 창출하는 산업이다   차    차    차산업을 종합한다는 의미로  차산업이라고 일컫는다  김수아  빅데이터 뉴스 기자,1,0
78, 주간 서머리  경제 산업계  삼성페이 수수료 무료 연장 전국 아파트값  년 ,삼성전자는 삼성페이 수수료 무료 정책을 연장하기로 결정했고  삼성 는 금융위원회 주관  데이터 전문기관  지정 심사에서 민간기업 첫  데이터 전문기관에 선정되기도 했다  아울러 전국 아파트값이  년 개월 만에  ,0,0
79,박명수  피프티 피프티  돈이나 많이 벌고 그런 얘기를 하지  탄식 라디오쇼 , 일 오전 방송된   쿨   박명수의 라디오쇼 에서는  빅데이터  전문가 전민기가 출연하는  검색 차트  코너가 진행됐다  이날 전민기는  미국 빌보드 차트에 돌풍을 일으키며  중소돌의 기적 이라고 불린 피프티 피프티  ,0,0
80, 전남대  첨단분야 입학정원 증원 수시에서  명 모집한다,예를 들어   년 로봇공학  미래에너지공학   빅데이터 금융공학   인공지능   년 지능형 모빌리티   년 지능실감미디어 등이 있다   학년도부터 국립대 최초로 공모제를 통해 융합전공을 개설하고 전공과  ,1,1
81, 순천향대  시공간 초월한 대변혁 주도   메타휴먼전형  학생부교과  ,  하이플렉스 학습환경 은 메타와 리얼의 혁신적 연결을 통해 시공간을 초월해 창의 주도적인 학습환경 조성으로 자신만의 특화된 전공 분야를 개발하고   빅데이터  학습 플랫폼을 통한 적성 감성 진로 맞춤형  ,1,1
82, 멜로디   빅데이터  기반   솔루션 증명 기회 ,흩어진  데이터 를 한데 모으면 좋은 결과를 낼 수 있다는 것을 증명하는 사업인 만큼   기업들의 적극적인 참여와 성과 도출이 필요하다 고 의견을 모았다   멜로디 프로젝트는 여러 기업 기관 등이 보유한  데이터 를  ,1,1
83,서울시교육청  야타브엔터와 메타버스 상담 전문 플랫폼  메타포레스트  활 ,이용할 수 있으며  상담자와 내담자의 표정을 인식하는 인공지능  모션 인식 기능 또한 탑재되어 있어 상담의 초기 진입의 심리적 거부감을 줄여주는 메타버스 상담의 대표적 플랫폼이다  박경호  빅데이터 뉴스 기자,1,1
84,경기소방   청소년단 합동 발대식 개최 안전의식 함양,펼쳐 달라 며  어린이와 청소년들에게 안전의식을 일깨우는데 선도해온  청소년단이 안전 분야 최고의 청소년 단체가 될 수 있도록 적극적인 지원을 아끼지 않을 것 이라고 말했다  김수아  빅데이터 뉴스 기자,0,1
85, 생방송 투데이  오늘방송맛집   빅데이터  랭킹 맛집  수도권 최고의 갈비탕 ,이투데이 장유진 기자    생방송 투데이  오늘방송맛집   빅데이터  랭킹 맛집 코너에서 수도권 최고의 갈비탕    서 을 찾아간다   일 방송되는    생방송 투데이 에서는 오늘방송맛집   빅데이터  랭킹  ,1,1
86, 국민은행  주요 외화 재환전시 환율우대   이벤트 실시,이번 이벤트는 오는  월  일까지 진행되며 별도로 응모하지 않아도 자동으로 환율 우대가 적용된다  이벤트 관련 자세한 내용은  국민은행 홈페이지 또는  스타뱅킹에서 확인할 수 있다  한시은  빅데이터 뉴스 기자,0,0
87,농협  집중호우 피해입은 논산 찾아 수해복구 작업 실시,활동과 이재민 구호물품 지원 등 피해농가의 조속한 안정화를 위해 물심양면 최선을 다하겠다 고 말했다  농협은 호우피해농가 집중지원을 위한 일손돕기 활동을 내달까지 진행할 계획이다  한시은  빅데이터 뉴스 기자,0,0
88,경인식약청  의료용 마약류 유기적 관리 체계 강조,오정완 의약품안전관리원장은  연간 약  억  만건 이상의 의료용 마약류 취급보고 내역이 마약류통합관리시스템으로 보고된다 며  마약류 취급  빅데이터 를 분석 가공해 활용도 높은 정보를 제공함으로써 의료  ,0,0
