,title,title_label,description,description_label
10,서비스 산업 디지털화 속도  경쟁력 강화,0,이날 발표한 전략에 따라  정부는 서비스산업의 디지털화에 속도가 붙을 수 있도록 데이터 활용 환경을 정비해  빅데이터  융합 기반을 조성할 방침이다  먼저 인공지능  허브 내 스타트업이 활용할 수 있는 산업  ,1
11, 년 간 구축한   풀스택 토대로  국방   개발 ,0, 국방  는 우크라이나에서도 봤듯이 약소국이 전세를 뒤집을 수 있는 결정적인 기술 이라며  데이터  파이프 는 엣지 디바이스에서  데이터 를 수집하고 저장해  를 학습하고 배포하는 서비스의 전 과정을 담은  ,1
12, 생방송투데이  서울 서초동 갈비탕 식당  갈비찜 냉면  안양 박달시장 찹 ,0,맛집을   빅데이터  랭킹맛집  코너에서는 서울 서초구 소재 갈비탕 맛집을 찾았다   생방송투데이      여행 전주 편   수목원   오목대    물짜장 중식당   김밥쌈 식당   비빔밥와플 디저트카페   빅데이터  랭킹맛집  ,1
13, 생방송투데이  서초동 갈비탕 맛집 등 수도권 최고의 갈비탕  ,1, 일 방송되는    생방송투데이  빅데이터  랭킹 맛집 에서는 수도권 최고의 갈비탕   맛집이 공개된다  서울 서초구 서초동에 위치한 이 식당은 함흥냉면 전문점으로 회냉면  물냉면  비빔냉면 등을 판매한다  ,1
14, 생방송 투데이  오늘 방송 맛집은  반찬  갈비탕  꽈배기 맛집 소개,0,반찬  갈비탕  꽈배기 맛집 소개   네이버  한선생부엌  업체 사진 캡쳐  서울 성북구  한선생부엌   빅데이터  랭킹 맛집  코너에선  수도권 최고의 갈비탕   편을 다룬다  사진   생방송 투데이  오늘 방송 맛집은  반찬  ,1
15,한국농수산식품유통공사  트릿지와 농수산식품  빅데이터 저탄소 식생활 협력 ,1, 빅데이터  분야 상호 협력을 통한 디지털전환 및  푸드 수출 확대 방안을 모색했다  이어  김 사장은 전  한편   년 설립된 트릿지는 애그테크 유니콘기업이자 데이터기반 농축산물   솔루션 플랫폼으로 농축산물  ,1
16,  정국    일 연속 정상  위,0, 일 방송된 엠넷 음악 프로그램  엠카운트다운 에서 특별한 국내 활동 없이도  위에 올랐다   글 이소영 프리랜서  이미 빅히트뮤직  차트 데이터  트위터   본 기사는 매일경제   제 호 기사입니다 ,1
17, 생방송투데이  전주 여행 맛집 위치는  물짜장 김밥쌈 비빔밥와플  ,1,    여행 전주 편   수목원   오목대   물짜장 중식당   김밥쌈 식당   비빔밥와플 디저트카페   빅데이터  랭킹맛집  수도권 최고의 갈비탕   편   서울 서초동 갈비찜 냉면 식당   우리 동네 반찬 가게  최고를 위한  ,1
18,한국공인중개사협회   빅데이터  플랫폼  한방  앱  월 출시,0, 빅데이터  기반 부동산물건분석보고서를 모바일에서 바로 열람할 수 있다  공적장부 조회기능을 통해 관심매물의 면적과 구조  물건 현황 등이 표시된 공공데이터를 이용자가 직접 바로 확인할 수 있어 안전 거래에 도움을  ,1
19, 생방송 투데이 맛집   갈비탕   회냉면   ,0, 갈비탕   회냉면    오늘 월  일  금요일     생방송 투데이 맛집   회에서는  빅데이터  랭킹 맛집   빅데이터  랭킹 맛집  수도권 최고의 갈비탕   편  서초면옥  서울 갈비탕 최강 맛집  서초면옥 을  ,1
20, 생방송 투데이 맛집   갈비탕  서울 최고 맛집,1, 갈비탕  서울 최고 맛집 오늘 일  오후    생방송 투데이   회에서는  빅데이터  랭킹 맛집  수도권 최고의 갈비탕   편  인생 분식  나눔으로 커지는 행복  추억의 옛날 도넛 편  보고 먹고 즐기고    ,1
21, 생방송투데이 맛집  갈비탕 전주 여행  ,1, 와  우리 동네 반찬 가게   빅데이터  랭킹 맛집   인생 분식  코너 순으로 진행된다  첫 번째 코너  보고  이어서  생방송투데이  빅데이터  랭킹맛집  코너는 수도권 최고의 갈비탕  를 공개하고  그 중  ,1
22, 대형마트 틀 벗는다 이마트 홈플러스 등 리뉴얼 속도,0,  포맷에서는 고객들의  상품별 장보기 빈도  구매 연관 상품 등  빅데이터  분석을 통해 진열 효율을 높이는  연관 진열  전략이 도입됐다  다양한 종류의 커피와 그에 맞는 캡슐 커피 머신을 함께 진열한  커피  ,1
23,박명수  피프티 피프티 사태에 탄식  돈이나 많이 벌고 말하지 ,0,이날  빅데이터  전문가 전민기는  중소돌의 기적 이라 불린 피프티 피프티 멤버들과 소속사 간의 분쟁이 뜨거운 이슈 라고 전하며  연관검색어  위가 빌보드다  정말 잘 되고 있었는데 멤버들이 소속사에 전속계약  ,1
24, 홍준철의 여의도 안테나  용산  내년 총선 경선원칙 주문이  이기는 총선   ,0,최근에는  빅데이터 를 도입해 이를 통해 지역 후보자의 인지도와 호감도  긍정 부정 평가 등을 모두 살피겠다는 방침이다  관건은 김기현 당 대표를 비롯해 최고위원들과 여의도연구원장이 모두 친윤계라는 점이다  그나마  ,1
25,딥노이드  과기부  경호 대응기술 개발  국책과제 주관기관 선정,0,과제명은    빅데이터  구축을 통한 경호 보안검색  대응 기술 개발 이다  과제 수행 기간은  년  월 일까지다  총 사업비 중 정부 출연기금은  억원  딥노이드는  억원을 부담한다  자기자본 대비 정부  ,1
26, 배종찬 칼럼  윤석열 대통령 지지율 요동치게 하는 치명적인 변수,0,어떤 치명적인 이유가 있을까  우선  빅데이터 로 윤 대통령의 해외 순방에 대해 어떤 평가가 나오는지 분석해 보았다   빅데이터  심층 분석 도구인 오피니언라이브의 캐치애니 로 지난  일 기간 동안  와  ,1
27,공인중개사협회  부동산정보 플랫폼  한방  앱  월 개편 출시,0, 빅데이터  기반 부동산건물분석보고서를 모바일에서 바로 열람할 수 있는 기능을 추가한다  공적장부 조회기능은 관심물건의 면적과 구조  물건 현황 등이 표시된 공공데이터를 이용자가 직접 바로 확인할 수 있어 거래  ,1
28,여름방학  우리 아이 치아 외상 주의해야,1,출처   보건의료 빅데이터 개방포털 진료코드   치아 탈구    부러진 치아  신경 손상 여부에 따라 치료 방법 결정 아이의 부러진 치아 부위가 작으면 살짝 다듬어 주기만 할 수도 있다  약간의 시린 증상이 있을 수 있지만  ,1
29,경복대 외국인 재학생  지하철 선행 사연  훈훈 ,1,경복대  빅데이터 과 재학 중인 미얀마 유학생 따라피 힌   은  호선 지하철에서  대 여성이 가쁜 숨을 몰아쉬며 땀을 흘리는 것을 보고 한성대입구역에서 같이 내려 도움을 줬다  경복대  빅데이터 과 따라피 힌  ,1
30, 챗  한판붙자  네이버  검색에 생성형  탑재,0,네이버가 지난  여 년간 축적해온 방대한 양의 사용자  데이터 와 양질의 콘텐츠를 바탕으로 한다  시범  기업 사용자는 자체  데이터 를 하이퍼클로바 에 결합해 자체적인 생산성 향상 도구를 구축할 수 있고 맞춤형   ,1
31,레뷰코퍼레이션  코스닥 상장 위한 예비심사 승인,0,설립 이후 축적해온  빅데이터 를 기반으로 플랫폼 고도화를 추진했고  올해  월에는 인플루언서 회원 수  만 명을 넘어섰다는 설명이다  특히  자동화 플랫폼을 구축으로 고수익구조를 실현했다는 설명이다  ,1
32,상반기 가상자산 시장 키워드는  밈코인 현물  승인 시 비트코인 최 ,0, 일 글로벌 가상자산  데이터  플랫폼 코인마켓캡이 발표한  년 상반기 분석 보고서에 따르면 올 상반기  코인마켓캡  데이터 에 따르면   가격은 첫 상장 이후 두 달간  배 이상 급등했다  폭발적인 가격  ,1
33, 스퀘어   쉴더스 투자 유치 완료 총  억 확보,0, 년부터  캡스의 기존 서비스에  스퀘어 관계사의  빅데이터  기술을 전방위 적용해 스마트홈 보안  무인매장  무인주차 등 다양한 신규 보안 영역에서 사업 기술 성과를 거뒀다   년에는  캡스와 국내  ,1
34, 데이터 가 부동산 미래 한국프롭테크포럼이 소개한 알짜 기업은 ,1,배석훈 한국프롭테크포럼 의장  사진 이영아 기자  데이터 를 기반으로 한 산업 혁신이 가속화되고 있는 가운데  부동산 산업에서도 혁신의 핵심 요소로  데이터 가 주목받고 있다  주거용 및 상업용  데이터 를 활용하는  ,1
35, 프롭테크  데이터  피칭앤매칭데이  개최 한국부동산원 한국프롭테크포럼 공 ,1,세미나장에서  프롭테크 데이터 피칭앤매칭데이  행사를 한국프롭테크포럼 의장 배석훈 과 공동으로   빅데이터  플랫폼 및 센터 구축 사업  데이터 생태계 조성 프로그램의 일환이다  본 행사에서는 프롭테크 스타트업  ,1
36,우리금융 싱크탱크  우리금융경영연구소  차기 대표로 박정훈 영입,0,한편  우리금융 자추위 추천을 받은 박정훈 후보는  월 말 우리금융경영연구소 주주총회를 거쳐 내달  일에  년 임기의 대표로 공식 취임할 예정이다  한시은  빅데이터 뉴스 기자,1
37, 대한통운  운송플랫폼  더 운반 으로 미들마일 물류업계 새 바람,1,사진 대한통운  대한통운이    빅데이터  블록체인 등의 첨단기술을 적용하여 아날로그 방식으로   더 운반 은  빅데이터  기술로 미래 교통량을 예측해 화주와 차주에게 보여준다  미리 학습된 수많은 과거 교통상황  ,1
38, 관건은 고객 경험  리테일 기업의 혁신 기술 트렌드  가지,1,리테일 기업은 다양한 소스에서 수집한  빅데이터 에도 알고리즘을 적용해 고객의 선호 제품과 구매 순서를 지능적으로 예측할 수 있다  식료품점의 경우 기상 조건  고객 구매 패턴  지리적 위치에 기반한 재고 계획이  ,1
39,맨바닥에 앉아 귀  쫑긋 부동산 전문가 강연은 발 디딜 틈 없었다,0,이날  시 분부터는  부룡 으로 불리는 신현강 부와지식의배움터 대표의  하반기 부동산 투자 철칙   역전세난에 흔들리지 마라  고종완 한국자산관리연구원장의  빅데이터 가 알려주는 부동산 시장 미래와  ,1
40, 부경대  부산 첨단분야 학과 중 최다인원 배정 수시  명 모집,0,부경대는 올해 과기부의  데이터 사이언스 융합인재양성사업 에 선정돼 관련 학과를 지원할 것이라고  미래 첨단분야 중 하나인  데이터 사이언스 전문가 양성에도 앞장선다  부경대 정보융합대학은 올해  ,1
41, 전남대  첨단분야 입학정원 증원 수시에서  명 모집한다,1,예를 들어   년 로봇공학  미래에너지공학   빅데이터 금융공학   인공지능   년 지능형 모빌리티   년 지능실감미디어 등이 있다   학년도부터 국립대 최초로 공모제를 통해 융합전공을 개설하고 전공과  ,1
42, 순천향대  시공간 초월한 대변혁 주도   메타휴먼전형  학생부교과  ,1,  하이플렉스 학습환경 은 메타와 리얼의 혁신적 연결을 통해 시공간을 초월해 창의 주도적인 학습환경 조성으로 자신만의 특화된 전공 분야를 개발하고   빅데이터  학습 플랫폼을 통한 적성 감성 진로 맞춤형  ,1
43, 멜로디   빅데이터  기반   솔루션 증명 기회 ,1,흩어진  데이터 를 한데 모으면 좋은 결과를 낼 수 있다는 것을 증명하는 사업인 만큼   기업들의 적극적인 참여와 성과 도출이 필요하다 고 의견을 모았다   멜로디 프로젝트는 여러 기업 기관 등이 보유한  데이터 를  ,1
44,서울시교육청  야타브엔터와 메타버스 상담 전문 플랫폼  메타포레스트  활 ,1,이용할 수 있으며  상담자와 내담자의 표정을 인식하는 인공지능  모션 인식 기능 또한 탑재되어 있어 상담의 초기 진입의 심리적 거부감을 줄여주는 메타버스 상담의 대표적 플랫폼이다  박경호  빅데이터 뉴스 기자,1
45,경기소방   청소년단 합동 발대식 개최 안전의식 함양,0,펼쳐 달라 며  어린이와 청소년들에게 안전의식을 일깨우는데 선도해온  청소년단이 안전 분야 최고의 청소년 단체가 될 수 있도록 적극적인 지원을 아끼지 않을 것 이라고 말했다  김수아  빅데이터 뉴스 기자,1
46, 생방송 투데이  오늘방송맛집   빅데이터  랭킹 맛집  수도권 최고의 갈비탕 ,1,이투데이 장유진 기자    생방송 투데이  오늘방송맛집   빅데이터  랭킹 맛집 코너에서 수도권 최고의 갈비탕    서 을 찾아간다   일 방송되는    생방송 투데이 에서는 오늘방송맛집   빅데이터  랭킹  ,1
47, 피프티피프티  돈이나 많이 벌고 그러지  박명수 일침,0,이날 방송에서  빅데이터  전문가 전민기는  빌보드 차트에서 돌풍을 일으키며 중소돌의 기적이라고 불린 피프티 피프티 멤버들과 소속사 분쟁 또 저작권 분쟁까지 뜨거운 이슈다 라며  너무 잘되고 있었다  세계적인  ,1
48,농협중앙회 임직원  집중호우 피해농가 일손돕기 실시,0,농업농촌지원본부 신영수 상무는  농협 임직원들은 피해 농업인과 아픔을 함께한다는 마음으로 재해복구에 모든 역량을 기울이며 조속한 피해복구 지원에 최선을 다하겠다 고 말했다  한시은  빅데이터 뉴스 기자,1
49,강원 최대 도시 원주  인구 경제규모   집값은  저평가 ,1,부동산 빅데이터 업체 아실 자료를 보면 최근  달 월  일 월  일까지  동안 강원지역에서 거래된 국평 전용면적   기준  실거래가 분양권 제외  상위  개 단지 중 춘천에서  개 단지 위  속초에서  개 단지  ,1
50, 유럽이 가난해졌다 소고기 대신 닭고기 먹는 속내는,0,국제통화기금   데이터 에 따르면 유로존이 달러 기준으로 최근  년 간 약   성장한 반면  미국은   성장했다  한 업계 전문가는  유럽국제정치센터가 이  데이터 를 기반으로 분석한 결과를 보면 미국 아이다호와  ,1
51,박명수  피프티 피프티 사태 소신 발언  돈이나 좀 벌고 그러지  아쉽다 ,0,이날  빅데이터  전문가 전민기는  빌보드 차트에 돌풍을 일으키며 중소돌의 기적이라고 불린 피프티 피프티 멤버들과 소속사 분쟁 또 저작권 분쟁까지 뜨거운 이슈 라며  잘되고 있는 아이돌을 두고 어른들의  ,1
52,신간 다이제스트,0, 빅데이터 에 숨은 인간의 욕망 이 책의 저자는  빅데이터 를 제대로 활용하려면 인문학적 이해를 바탕으로 한 새로운 종류의 데이터인    가 필요하다고 말한다   두꺼운 데이터 라는 뜻을 지닌    는 사람들의  ,1
