,title,title_label,description,description_label
16,한국타이어  세일즈포스  태블로  통해   가속화 ,1,도입으로  데이터  수집과 관리 기능을 고도화하고 있다는 설명이다   일 서울 잠실 롯데월드타워에서 진행된  태블로    에서는  한국타이어의 태블로 적용 사례 가 발표됐다  태블로    는  제조업  데이터  시각화  ,0
17, 생생경제   월  냉방 기기 상담건수 전월비  배 이상 증가,0,한국소비자원  데이터 활용지원팀 팀장   아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다   똑똑한 소비생활  오늘은 한국소비자원 소비자정보국  데이터 활용지원팀 김인환 팀장 전화 연결합니다  ,0
18,오아시스비즈니스   부동산 트렌드쇼  서 꼬마 빌딩 투자자 위한 서비스  ,0,이번 부동산 트렌드쇼  에서는 데이터 생태계 조성을 위한 부동산 분야  빅데이터  플랫폼 및 센터 구축 사업이 주목 받고 있다  이와 관련해 프롭테크 기업들의 데이터 피칭 발표가 진행되고 있으며  주거용 부동산  ,0
19, 마인드테크 시대가 온다    슬립테크  마음의 휴식을 위한 수면,0,수면 문제를 최첨단 기술로 해결하기 위해 수면 관련  데이터 를 분석하고 이를 통해 숙면을 돕는다  수면분석 제품과 서비스는 사용자의 수면  데이터 를 저장해  사용자의 수면 리듬  상태  시간 등 수면의 질과 패턴을  ,0
20,꿀비   벤처기업인증  획득 빅데이터  기술력 입증,0, 빅데이터  플랫폼 연구개발 기업 꿀비 대표 최원재 가 지난  일 벤처기업확인기관 심사를 통과해  특히  빅데이터    분야에 특화돼 연구개발을 지속해 왔으며  년 자체  빅데이터  및 인공지능 솔루션인 비체니와  ,0
21,인공지능으로  인재사고  막는다  건설업계 안전관리 디지털전환 잰걸음,0,두아즈는  빅데이터 와 안전점검을 융합한 서비스를 핵심 사업모델로 한다  롯데건설   상표권은 산업안전  자문업  데이터처리에 관한 기술자문서비스업 등 용도로 등록됐다  생성형 인공지능 기술을 건설현장  ,0
22,오톰  결핵 스마트 관리 아이디어 공모전  최우수상 수상,0,이번 공모전은  빅데이터  인공지능  정보통신기술  등 디지털 헬스관련 신기술을 기반으로 결핵을 발견하고 관리하는 시스템을 만들기 위해 마련됐다  이번에 공모된 아이디어들은 기술 지원을 더해 향후 국내외  ,0
23,세레브라스    기업에  엑사플롭   슈퍼컴퓨터 공급,1,아부다비에 본사를 둔  는  데이터  센터 및 클라우드 서비스 사업을 포함하는  개의 운영 회사를 보유한 기술 대기업으로 세레브라스 시스템을 사용하여 의료 및 에너지 회사에   컴퓨팅 서비스를 판매할  ,0
24, 챗 보다 작게    경량화 나선 빅테크 기업들  왜 ,1,챗 의 경우 각종  데이터  학습에 수개월이 걸렸고  만달러 약  억원  이상의 돈이 투입됐다  반면  매개변수를 줄인 대신 질 좋은  데이터 를 학습시키고 미세 조정 파인 튜닝 하는 방식으로 성능을 개선하면  ,0
25, 대한통운   더 운반  첨단기술 접목 미들마일  공략 ,0, 빅데이터 로 미래 교통량 예측 데이터 암호화  실시간 복화 노선 시스템  개발  공차 운행  해소 및 차주 수입 향상  대한통운이 인공지능 과  빅데이터  등 첨단기술을 적용해 물류 시장의 디지털화를 이끌고 있다  ,0
26,쇼핑 넘어 체험 공간 새 단장 나선 대형마트,0,  홈플러스   메가푸드마켓    호점 열어 먹거리와 체험 콘텐츠에  빅데이터  결합 홈플러스는 지난  일  홈플러스는 이 메가푸드마켓에  빅데이터 를 결합해  홈플러스 메가푸드마켓  을 탄생시켰다  지난해  ,0
27, 빅데이터 로 본 세상  오송 지하차도 침수로  명 사망,0,이번 사고와 관련한  빅데이터  분석 결과   재난   부실   안타까운  등의 감성어가 도출돼 예방할  해병대원의 사망 사고와 관련된  빅데이터  분석 결과   재난   위험   통곡  등과 같이 재난  ,0
28, 대한통운  디지털 운송플랫폼  더 운반 에 첨단기술 활용,0, 더 운반 은  빅데이터  기술로 미래 교통량을 예측해 화주와 차주에게 보여준다  미리 학습된 수많은 과거 교통상황 데이터들을 분석해 당일 운송뿐 아니라 향후 수행할 노선의 최적 경로와 예상 운행시간을 나타낸다  ,0
29,서강대 경영전문대학원 디지털기술융합   과정 모집,0,주요 학습 내용으로는  빅데이터  챗 의 다양한 실무 활용과   기술기반 응용  인공지능 기반 레이더  기술과 데이터 보안  디지털 비즈니스 사업화  디지털마케팅  디지털 기술융합  디지털 커뮤니케이션 전략 등  ,0
30, 가천대   클라우드공학  계약학과 첫 신입생 모집   년 전액장학금,0,올해 신설되는 첨단학과인 바이오로직스학과   빅데이터 경영전공  차세대반도체설계전공과 계약학과인 클라우드공학과에서 첫 신입생을 뽑는다  바이오로직스학과와  빅데이터 경영전공은 첨단학과로 교육부 첨단분야  ,0
31, 생생경제   월  냉방 기기 상담건수 전월비  배 이상 증가,0,한국소비자원  데이터 활용지원팀 팀장   아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다   똑똑한 소비생활  오늘은 한국소비자원 소비자정보국  데이터 활용지원팀 김인환 팀장 전화 연결합니다  ,0
32, 서울시립대  서울이 키우는 대학   도시와 첨단이 만나다 ,0,일반대학원에  스마트시티학과 와  도시 빅데이터 융합학과 를 신설한데 이어 최근 정부정책에 맞춰 반도체  서울시립대는  년 디지털 신기술 인재양성 혁신공유 대학  개 분야 인공지능    빅데이터 가 선정된 데  ,0
33,현대모비스  우수 협력사에 감사 마음 담아 계절 과일 선물,1,현재 현대모비스는 국내외에서 운행 중인 현대차와 기아  여 차종   만 품목의   부품 공급을 책임지고 있으며  원활한 대응을 위해 주요 권역별 대단위 인프라와  빅데이터  기반 수요 예측 체계 등 최적의 부품 공급  ,0
34, 가천대   첨단산업 특화  반도체대학 독립 단과대 만든 가천대,0,올해 수시부터 가천대는 첨단분야 바이오로직스학과  금융 빅데이터 학부  화공생명배터리공학부  증원인원은 혁신신약분야 바이오로직스학과  명   통신분야 금융 빅데이터 학부  명  에너지신소재분야  ,0
35, 동의대   빅데이터 인공지능 바이오  집중 육성 차 산업혁명 선도,0,동의대는  빅데이터  인공지능  바이오 분야를 집중 육성하고 있다   차 산업혁명을 대비한 교육혁신을  학과와 전공도 미래 산업의 기초학문이 될 산업경영 빅데이터 공학과  인공지능학과  미래형자동차학과  ,0
36,경기농촌융복합산업지원센터  안테나숍 안산점   프로모션,1, 차 산업인 농업에  차 가공산업과  차 서비스업과 융합하여 농촌에 새로운 가치와 일자리를 창출하는 산업이다   차    차    차산업을 종합한다는 의미로  차산업이라고 일컫는다  김수아  빅데이터 뉴스 기자,0
37, 주간 서머리  경제 산업계  삼성페이 수수료 무료 연장 전국 아파트값  년 ,0,삼성전자는 삼성페이 수수료 무료 정책을 연장하기로 결정했고  삼성 는 금융위원회 주관  데이터 전문기관  지정 심사에서 민간기업 첫  데이터 전문기관에 선정되기도 했다  아울러 전국 아파트값이  년 개월 만에  ,0
38,박명수  피프티 피프티  돈이나 많이 벌고 그런 얘기를 하지  탄식 라디오쇼 ,0, 일 오전 방송된   쿨   박명수의 라디오쇼 에서는  빅데이터  전문가 전민기가 출연하는  검색 차트  코너가 진행됐다  이날 전민기는  미국 빌보드 차트에 돌풍을 일으키며  중소돌의 기적 이라고 불린 피프티 피프티  ,0
39, 국민은행  주요 외화 재환전시 환율우대   이벤트 실시,0,이번 이벤트는 오는  월  일까지 진행되며 별도로 응모하지 않아도 자동으로 환율 우대가 적용된다  이벤트 관련 자세한 내용은  국민은행 홈페이지 또는  스타뱅킹에서 확인할 수 있다  한시은  빅데이터 뉴스 기자,0
40,농협  집중호우 피해입은 논산 찾아 수해복구 작업 실시,0,활동과 이재민 구호물품 지원 등 피해농가의 조속한 안정화를 위해 물심양면 최선을 다하겠다 고 말했다  농협은 호우피해농가 집중지원을 위한 일손돕기 활동을 내달까지 진행할 계획이다  한시은  빅데이터 뉴스 기자,0
41,경인식약청  의료용 마약류 유기적 관리 체계 강조,0,오정완 의약품안전관리원장은  연간 약  억  만건 이상의 의료용 마약류 취급보고 내역이 마약류통합관리시스템으로 보고된다 며  마약류 취급  빅데이터 를 분석 가공해 활용도 높은 정보를 제공함으로써 의료  ,0
42,다수가 말한다고 진짜는 아닙니다,0,최근에는 인터넷   빅데이터  인공지능  소셜네트워크서비스  등 첨단기술을 활용해 효과가 획기적으로 증대됐다  우선  휴민트 인간정보 를 활용한 방법으로는 최근 호주 정보기관이 중국 통일전선부의  ,0
43,충남대병원 조강희 교수 연구팀 논문,0,연구팀은 질병관리청 국민건강영양조사  빅데이터 를 기반으로  세 이상 성인 중 골다공증과 근감소증을  이번 연구는 골근감소증 환자의 신체 활동을 국가 단위  빅데이터 를 활용해 분석한 최초의 보고이며 향후  ,0
44,우티  카카오모빌리티 잡는다더니 격차만 커져,0, 일  빅데이터  분석 플랫폼업체 모바일인덱스에 따르면 지난달 기준 택시호출앱  카카오 와  우티 의 월이용자수 는 각각  만 명 안드로이드 와   합산 기준 과  만 명을 기록하며  이용자수  ,0
45,혁신의료기기  호   뇌경색 발병 시각 추정 호   입체시 개선 제품 지정,1,생체신호분석소프트웨어       입원환자의  전자의무기록  종  데이터를  뇌영상검출 진단보조 소프트웨어      빅데이터  및 인공지능  기술을 이용하여 뇌혈관  ,0
46,도전  잔반 제로  이번 주말  발명왕 박람회 어때 ,0,이 플랫폼은 잔반의 무게를 측정해 잔반을 줄인 만큼 이용객에게 포인트와 모바일 기프티콘을 제공하며  급식소나 식당 운영자에게는 메뉴와 잔반에 대한  빅데이터 를 제공해 음식물 쓰레기를 줄일 수 있도록 돕는다  ,0
